,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
3079,2010,129986.0,2,20.0,1399,68.0,5.0,3.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3080,2013,45000.0,1,18.44,1198,75.0,5.0,1.75,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3082,2009,82002.0,2,12.8,2354,177.6,5.0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3083,2010,67000.0,1,13.7,1798,157.75,5.0,4.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3084,2017,21260.0,1,14.0,796,35.0,5.0,2.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3085,2012,55362.0,1,21.9,1396,88.8,5.0,4.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3086,2017,13000.0,1,17.01,1582,126.2,5.0,14.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3087,2016,45725.0,1,25.2,1248,74.0,5.0,5.34,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3088,2014,105000.0,1,25.2,1248,74.0,5.0,3.85,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3089,2009,156056.0,1,12.8,2494,102.0,8.0,8.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3090,2016,135000.0,1,24.4,1120,71.0,5.0,4.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3091,2016,67000.0,1,20.77,1248,88.7,7.0,6.75,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3092,2016,90000.0,1,10.91,3198,197.2,7.0,26.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3093,2019,32251.0,1,22.54,1396,88.73,5.0,8.61,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3094,2009,47000.0,1,19.0,998,67.1,5.0,1.46,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3095,2011,75308.0,2,21.1,1248,73.9,5.0,2.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3096,2018,44202.0,1,32.26,998,58.2,4.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3097,2014,58000.0,1,17.0,1497,118.0,5.0,5.47,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3098,2009,60000.0,1,17.5,1298,85.8,5.0,2.45,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3099,2014,45000.0,1,17.05,1995,184.0,5.0,21.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3100,2010,41195.0,1,15.0,1368,90.0,5.0,1.38,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3101,2016,89000.0,1,16.0,2179,140.0,7.0,13.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3102,2009,60510.0,2,16.95,1197,78.9,5.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3103,2016,8500.0,1,21.4,1197,83.1,5.0,5.49,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3104,2017,35981.0,1,24.3,1248,88.5,5.0,9.51,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3105,2012,23152.0,1,15.6,1196,70.02,5.0,2.39,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3106,2014,74663.0,1,33.54,998,67.04,5.0,3.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3107,2014,61529.0,1,18.19,1197,103.5,5.0,5.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3108,2010,91596.0,1,14.95,2489,93.7,7.0,1.85,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3109,2019,14298.0,1,13.33,2995,340.0,5.0,2.02,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3110,2013,83327.0,1,19.3,1248,73.9,5.0,5.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3111,2017,22857.0,1,16.2,1199,74.0,5.0,6.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3112,2013,34620.0,2,17.01,1591,121.3,5.0,5.35,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3113,2010,56000.0,1,19.81,1086,68.05,5.0,2.85,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3114,2014,81000.0,1,13.0,2143,204.0,5.0,22.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3115,1998,95150.0,3,17.3,993,60.0,5.0,0.45,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3116,2013,32776.0,1,20.36,1197,78.9,5.0,4.64,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3117,2016,51587.0,1,25.8,1498,98.6,5.0,5.27,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3118,2016,36000.0,1,14.1,2179,148.0,7.0,10.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3119,2015,22000.0,1,18.5,1198,86.8,5.0,3.95,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3120,2010,30754.0,1,17.0,1197,80.0,5.0,3.38,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3121,2018,37109.0,1,14.69,1390,120.33,5.0,16.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3122,2010,45000.0,1,16.7,1198,88.8,5.0,1.99,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3123,2017,33284.0,1,18.9,1197,82.0,5.0,5.84,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3124,2016,55115.0,1,14.74,2993,270.9,5.0,36.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3125,2014,18000.0,1,16.36,2179,187.7,5.0,25.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3126,2013,130790.0,1,16.0,2179,140.0,7.0,9.24,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3127,2015,16607.0,1,22.7,1598,118.0,5.0,7.65,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3128,2015,32205.0,1,17.11,1968,174.33,5.0,25.31,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3129,2013,67000.0,1,19.01,1461,108.45,5.0,4.75,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3130,2014,57676.0,1,19.1,1197,85.8,5.0,6.69,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3131,2012,41000.0,1,16.47,1198,73.9,5.0,3.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3132,2012,65000.0,1,19.7,796,35.0,8.0,1.55,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3133,2019,12153.0,1,18.9,1197,81.86,5.0,6.84,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3134,2014,16810.0,1,25.4,624,37.5,4.0,1.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3135,2017,61221.0,1,17.84,1395,147.51,5.0,21.73,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3136,2015,22000.0,1,16.47,1198,74.0,5.0,4.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3137,2015,63714.0,1,22.74,796,47.3,5.0,2.45,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3138,2019,14857.0,1,20.7,1496,113.98,5.0,31.55,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3139,2012,69000.0,2,15.2,1968,140.8,5.0,10.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3140,2019,14648.0,1,12.62,2198,158.0,7.0,27.36,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3141,2013,100000.0,2,15.8,1499,110.0,5.0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3142,2016,22000.0,1,18.9,1197,82.0,5.0,4.25,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3143,2014,10000.0,1,18.2,1199,82.4,5.0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3144,2015,107000.0,1,20.85,1197,83.14,5.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3145,2017,48198.0,1,17.57,1193,88.7,5.0,4.65,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3146,2015,15000.0,1,19.27,2143,170.0,5.0,28.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3147,2014,80073.0,1,17.3,1998,163.7,5.0,7.11,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3148,2013,85388.0,1,21.1,1248,73.9,5.0,3.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3149,2017,14700.0,1,18.9,1197,81.86,5.0,5.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3150,2012,150000.0,3,28.4,1248,73.75,5.0,2.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3151,2011,34994.0,1,22.32,1582,126.32,5.0,3.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3152,2014,82536.0,1,14.74,2993,270.9,5.0,28.63,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3153,2013,82000.0,1,13.7,1798,157.75,5.0,7.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3154,2006,52000.0,2,18.9,998,67.1,5.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3155,2011,20000.0,1,16.47,1198,73.9,5.0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3156,2011,55000.0,1,14.8,1799,130.2,5.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3157,2015,47001.0,1,20.0,1196,63.0,5.0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3158,2014,52000.0,1,22.5,998,67.04,5.0,3.45,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3159,2013,43284.0,1,23.4,1248,74.0,5.0,4.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3160,2018,23875.0,1,13.0,1591,121.3,5.0,14.36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3161,2016,51866.0,1,18.9,1197,82.0,5.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3162,2013,69000.0,1,23.08,1461,63.1,5.0,3.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3163,2017,62788.0,1,18.9,1197,81.86,5.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3164,2013,150000.0,1,20.54,1598,103.6,5.0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3165,2015,47566.0,1,12.55,2982,168.5,7.0,20.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3167,2018,20300.0,1,11.36,2755,171.5,7.0,18.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3168,2015,48300.0,1,20.0,2143,107.3,5.0,17.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3169,2013,30000.0,1,21.1,814,55.2,5.0,2.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3170,2012,36000.0,2,22.7,1582,126.24,5.0,7.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3171,2015,27641.0,2,20.7,1496,113.98,4.0,24.77,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3172,2015,60000.0,1,19.64,1461,108.45,5.0,8.65,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3173,2019,9000.0,1,10.91,3198,197.0,7.0,35.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3174,2014,60750.0,1,14.28,1798,138.03,5.0,10.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3175,2018,9000.0,1,14.0,2179,155.0,7.0,13.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3176,2012,41100.0,1,16.77,2993,261.49,5.0,26.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3177,2004,60000.0,2,17.3,1061,64.0,5.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3178,2017,38424.0,1,17.8,1497,117.3,5.0,7.51,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3179,2014,50000.0,1,22.9,1248,74.0,5.0,4.3,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3180,2015,19000.0,1,18.0,1497,117.3,5.0,8.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3181,2015,58734.0,1,20.77,1248,88.76,7.0,6.91,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3182,2016,65257.0,1,19.01,1461,108.45,5.0,9.75,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3183,2010,130000.0,2,19.3,1248,73.9,5.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3184,2011,79000.0,1,23.2,1248,73.94,5.0,3.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3185,2013,78000.0,1,15.1,2179,140.0,7.0,10.75,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3186,2015,49133.0,1,19.4,1198,86.8,5.0,4.51,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3187,2016,22769.0,1,18.0,2987,165.0,5.0,49.22,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3188,2014,54448.0,1,21.02,1248,88.8,5.0,3.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3189,2014,158793.0,1,12.8,2494,102.0,7.0,12.99,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3190,2015,62088.0,1,18.6,1197,85.8,5.0,4.15,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3191,2012,14800.0,1,17.01,1591,121.3,5.0,4.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3192,2015,26000.0,1,17.3,1497,117.3,7.0,4.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3193,2017,32005.0,1,18.0,1198,86.7,5.0,4.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3194,2017,35000.0,1,18.0,1497,117.3,5.0,7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3195,2015,52000.0,1,12.7,2179,187.7,5.0,39.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3196,2017,11000.0,1,17.4,1497,117.3,5.0,8.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3197,2008,62000.0,1,9.5,2997,231.1,5.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3198,2002,65134.0,3,13.8,1299,70.0,5.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3199,2013,71000.0,1,13.0,2982,168.5,7.0,15.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3200,2008,51366.0,1,19.0,998,66.1,5.0,2.25,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3201,2016,46300.0,1,14.07,1948,83.1,7.0,4.85,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3202,2012,60908.0,2,15.6,1497,116.3,5.0,6.42,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3203,2012,93450.0,2,23.19,1461,63.12,5.0,2.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3204,2011,104000.0,1,19.08,1582,126.32,5.0,5.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3205,2003,52000.0,1,16.1,796,37.0,4.0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3206,2015,42999.0,1,15.1,2179,140.0,7.0,11.52,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3207,2014,90000.0,1,21.5,1248,88.8,5.0,4.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3208,2013,72000.0,1,15.0,1396,98.6,5.0,4.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3209,2019,54321.0,1,19.67,1582,126.2,5.0,13.54,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3210,2015,59630.0,1,13.0,2143,201.1,5.0,23.41,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3211,2013,116000.0,2,12.55,2982,168.5,7.0,19.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3212,2015,34000.0,1,9.0,1984,181.0,5.0,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3213,2011,70000.0,1,14.21,2143,203.0,5.0,13.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3214,2010,80000.0,1,10.2,2354,180.0,5.0,3.99,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3215,2015,110000.0,1,25.8,1498,98.6,5.0,4.65,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3216,2013,56454.0,1,28.4,1248,73.75,5.0,4.65,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3217,2013,60000.0,1,18.6,1197,85.8,5.0,3.15,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3218,2013,56000.0,1,14.53,1798,138.1,5.0,8.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3219,2012,63000.0,2,11.49,4367,335.3,5.0,65.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3220,2012,63000.0,1,22.9,1248,74.0,5.0,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3221,2017,15050.0,1,16.3,1956,170.0,5.0,17.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3222,2016,29401.0,1,20.4,1197,81.8,5.0,4.31,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3223,2016,25238.0,1,18.7,1199,88.7,5.0,6.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3225,2011,58752.0,1,16.47,1198,73.9,5.0,3.32,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3226,2011,62000.0,1,12.9,1799,130.0,5.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3227,2013,132000.0,1,16.78,1496,88.73,5.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3228,2016,51000.0,1,17.01,1591,121.3,5.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3229,2009,185200.0,1,12.8,2494,102.0,8.0,7.25,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3230,2016,61717.0,1,22.7,1598,118.0,5.0,8.94,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3231,2018,8896.0,1,19.0,1194,94.68,5.0,7.34,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3232,2016,17000.0,1,21.4,1197,83.1,5.0,6.9,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3233,2016,31378.0,1,18.2,1199,88.7,5.0,5.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3234,2013,114000.0,1,22.32,1582,126.3,5.0,6.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3235,2014,81000.0,1,25.8,1498,98.6,5.0,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3236,2017,31000.0,1,18.51,1968,147.51,5.0,27.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3237,2014,35000.0,1,15.0,1598,103.52,5.0,4.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3238,2013,60001.0,1,17.11,1968,174.33,5.0,14.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3239,2014,75074.0,1,23.4,1248,74.0,5.0,5.25,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3240,2012,80000.0,2,22.3,1248,74.0,5.0,1.2,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3241,2006,147350.0,2,12.99,2494,100.6,8.0,4.95,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3242,2013,60000.0,1,19.64,1461,108.45,5.0,7.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3243,2015,7501.0,1,10.0,2996,333.0,4.0,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3244,2015,58000.0,1,25.8,1498,98.6,5.0,4.45,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3245,2018,29277.0,1,11.57,2987,254.79,5.0,59.65,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3246,2015,57034.0,1,23.2,1248,73.94,5.0,4.38,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3247,2016,40810.0,1,28.09,1248,88.5,5.0,7.9,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3248,2008,35268.0,2,18.0,1086,62.0,5.0,1.88,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3249,2018,34630.0,1,21.4,1197,83.1,5.0,7.29,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3250,2012,45122.0,1,23.5,1498,88.7,5.0,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3251,2011,126000.0,3,16.0,2179,140.0,7.0,6.7,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3252,2009,63000.0,1,19.7,796,46.3,5.0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3253,2016,32298.0,1,20.7,1496,113.98,4.0,23.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3254,2014,63288.0,1,15.1,2179,140.0,7.0,7.77,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3255,2012,43337.0,1,17.92,1086,62.1,5.0,3.32,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3256,2015,46561.0,1,22.9,1248,74.0,5.0,4.94,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3257,2013,34000.0,2,20.0,2143,107.3,5.0,11.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3258,2016,48000.0,1,25.17,799,53.3,5.0,3.4,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3259,2013,56263.0,1,22.9,1248,74.0,5.0,4.17,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3260,2005,84060.0,2,17.3,993,60.0,5.0,1.25,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3261,2016,9000.0,1,18.9,1197,82.0,5.0,5.45,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3262,2012,79000.0,1,21.12,1248,88.8,5.0,2.59,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3263,2015,87900.0,1,16.0,2179,140.0,7.0,12.01,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3264,2010,72425.0,2,17.5,1197,85.8,5.0,2.45,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3265,2015,38000.0,1,15.73,1968,174.33,5.0,29.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3267,2010,107000.0,1,14.84,2143,170.0,5.0,11.99,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3268,2015,51000.0,1,18.0,1497,117.3,5.0,7.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3269,2010,140000.0,3,12.8,2494,102.0,7.0,6.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3270,2011,48000.0,2,18.6,1199,79.4,5.0,1.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3271,2013,62000.0,1,26.6,998,58.16,5.0,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3272,2015,31000.0,1,18.7,1199,88.7,5.0,4.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3273,2010,75055.0,1,18.06,1198,75.0,5.0,2.25,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3274,2017,51210.0,1,19.12,1373,91.1,5.0,8.89,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3275,2012,87000.0,1,12.55,2982,168.5,7.0,15.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3276,2018,17000.0,1,26.1,1498,99.0,5.0,5.65,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3277,2014,57000.0,1,20.77,1248,88.8,7.0,7.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3278,2016,9370.0,1,22.74,796,47.3,5.0,2.95,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3279,2013,53226.0,1,19.4,1198,86.8,5.0,3.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3280,2010,120000.0,2,16.2,1493,110.0,5.0,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3281,2007,75055.0,1,12.8,1493,100.0,5.0,2.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3282,2017,37247.0,1,19.67,1582,126.2,5.0,13.69,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3283,2013,64000.0,1,23.59,1364,67.06,5.0,3.1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3284,2014,12000.0,1,13.44,2359,198.25,5.0,12.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3285,2017,40158.0,1,19.67,1582,126.2,5.0,13.75,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3286,2017,11000.0,1,18.7,1199,88.7,5.0,6.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3287,2014,70010.0,1,20.54,1598,103.6,5.0,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3288,2015,82000.0,1,16.0,2179,140.0,7.0,8.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3289,2017,57259.0,1,18.49,1493,100.0,7.0,8.87,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3290,2010,84000.0,2,11.1,2354,142.0,5.0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3291,2012,168000.0,1,20.77,1248,88.76,7.0,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3292,2012,73670.0,1,12.83,2696,162.0,7.0,12.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3293,2014,89540.0,1,12.55,2982,168.5,7.0,16.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3294,2016,85423.0,1,20.77,1248,88.8,7.0,8.75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3295,2013,48823.0,1,19.5,1582,126.24,5.0,8.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3296,2011,35082.0,1,20.36,1197,78.9,5.0,2.21,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3297,2012,126000.0,1,16.8,796,34.2,5.0,1.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3298,2016,19000.0,1,15.5,1198,86.7,5.0,6.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3299,2007,69000.0,2,12.9,1799,130.0,5.0,2.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3300,2019,29836.0,1,17.9,2143,136.0,5.0,25.75,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3301,2010,48002.0,2,13.14,1798,157.8,5.0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3302,2015,52324.0,1,28.09,1248,88.5,5.0,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3303,2013,65000.0,1,22.7,1498,89.84,5.0,5.1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3304,2009,66000.0,2,8.7,2987,224.34,5.0,10.75,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3305,2016,75700.0,1,24.0,1120,70.0,5.0,5.7,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3306,2013,43000.0,1,20.5,1598,105.0,5.0,5.95,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3307,2012,42706.0,1,25.44,936,56.3,5.0,2.4,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3308,2013,35000.0,1,17.21,1493,100.0,7.0,3.49,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3309,2011,54348.0,1,19.2,1197,80.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3310,2013,84000.0,1,23.59,1364,67.04,5.0,3.85,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3311,2010,63298.0,1,14.53,1794,138.1,5.0,3.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3312,2013,75049.0,2,20.36,1197,78.9,5.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
